summary_date,score,score_stay_active,score_move_every_hour,score_meet_daily_targets,score_training_frequency,score_training_volume,score_recovery_time,cal_active,cal_total,daily_movement,inactivity_alerts,steps,non_wear,rest,inactive,low,medium,high,average_met,met_min_inactive,met_min_low,met_min_medium,met_min_high,target_calories,target_km,target_miles,to_target_km,to_target_miles,day_start,day_end,class_5min
2018-12-05,93.0,100.0,100.0,78.0,100.0,99.0,98.0,1,1657,11,0,30,1071,355,12,2,0,0,0.96875,0,1,0,0,350,9.0,5.592339,8.0,4.970968,2018-12-05T04:00:00-08:00,2018-12-06T03:59:59-08:00,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022000000022111111111111111111111111111111111111111111111111111111111111111111111111
2018-12-06,95.0,79.0,100.0,95.0,100.0,98.0,100.0,496,2379,10683,0,13166,30,394,523,421,69,3,1.59375,13,258,185,17,400,10.0,6.21371,-2.0,-1.242742,2018-12-06T04:00:00-08:00,2018-12-07T03:59:59-08:00,111111111111132111111112222222222222223333333333443343333333332222232323223232323232232222233333443334222223434222222222222222232222222442223333332233332222222343304333333233333332333233322234212322222323333333320000033222222232233232111111111111111111111111111111111111111111111111111111
2018-12-07,88.0,62.0,100.0,78.0,100.0,97.0,100.0,295,2136,6205,0,8351,43,483,603,267,44,0,1.4375,17,153,111,0,300,7.0,4.349597,0.2,0.1242742,2018-12-07T04:00:00-08:00,2018-12-08T03:59:59-08:00,111111111112211111111111111111122222322222223223322222232222232233333332223331000000022223234034333322322222222222322223333223322222333332223222222222222223334332222333224323443222222222221111122333422222323232233222222222222223222334332111111111111111111111111111111111111111111111111111
2018-12-08,89.0,72.0,100.0,78.0,96.0,96.0,100.0,296,2129,5893,0,7723,0,559,560,286,33,2,1.40625,20,159,93,11,400,9.0,5.592339,2.4,1.4912904,2018-12-08T04:00:00-08:00,2018-12-09T03:59:59-08:00,111111111111111111111111111112322222222223232223222333422223223322332433333433432222233222222332333233333222222222233222333323323333432222222222323222322233223232223343332222333333222222222322222322222232222111111111243211111111111111111111111111111111111111111111111111111111111111111111
2018-12-09,91.0,78.0,100.0,78.0,100.0,96.0,100.0,368,2184,8189,0,11154,119,512,502,232,73,2,1.46875,11,146,182,11,400,10.0,6.21371,0.8,0.4970968,2018-12-09T04:00:00-08:00,2018-12-10T03:59:59-08:00,111111111122221232111111111111111111111122232222222222223222222333334320000000000000000000000023332333343222344444444432334442332332222223332222222332222222222232323333333322232223322222322222352222222223222222233234332223331111111111111111111111111111111111111111111111111221111111111111
2018-12-10,89.0,68.0,100.0,78.0,100.0,97.0,100.0,487,2375,10403,0,13094,0,407,597,338,91,7,1.59375,20,191,216,36,300,7.0,4.349597,-4.1,-2.5476211,2018-12-10T04:00:00-08:00,2018-12-11T03:59:59-08:00,111111111111111111111112212232233332222233322222323234323322323232232222233233323323323534443334444322234223223222222322223333453423322244232223233332333333322222323322211222223222233323223322222223334322322223222223332332222222232324231111111111111111111111111111111111111111111111111111
2018-12-11,87.0,62.0,95.0,78.0,100.0,96.0,98.0,315,2157,6434,1,9178,0,473,648,266,51,2,1.4375,18,141,127,14,300,7.0,4.349597,-0.2,-0.1242742,2018-12-11T04:00:00-08:00,2018-12-12T03:59:59-08:00,111111111111111111112222121222232322222322222111123322222322222222222222334323222232223322223422333333344222222322222334433233332111221122223322232232223432223444332222223222222222222232233232223334234343223323322222222222233342222111111111111111111111111111111111111111111111111121111111
2018-12-12,98.0,100.0,100.0,95.0,100.0,98.0,100.0,416,2168,8924,0,11862,414,518,273,144,85,6,1.4375,8,84,273,32,300,7.0,4.349597,-2.5,-1.5534275,2018-12-12T04:00:00-08:00,2018-12-13T03:59:59-08:00,111111111111111111111111111232222234333454444444444422000000000000000000000000000000000000000000000000000000000000000000000000000000000023222222232222222233332333333332322222223333332333323322322223443432222211123211111111111111111111111111111111111111111111111111111111111321111111111111
2018-12-13,97.0,90.0,100.0,95.0,100.0,97.0,100.0,356,2199,7393,0,9915,129,420,472,376,41,2,1.46875,12,207,107,14,300,7.0,4.349597,-1.1,-0.6835081000000001,2018-12-13T04:00:00-08:00,2018-12-14T03:59:59-08:00,111111111111111111212222222222232333433100000000000000000000000322322332322223222233433233343423323343234234232232223222333332332323333233333333322222222023223323433334332223223333323333333232222221022222222222222222234333221111111111111111111111111111111111111111111111111111111111111111
2018-12-14,91.0,82.0,100.0,78.0,100.0,97.0,100.0,352,2197,7069,0,8722,0,529,492,377,40,2,1.46875,13,207,103,12,400,10.0,6.21371,1.1,0.6835081000000001,2018-12-14T04:00:00-08:00,2018-12-15T03:59:59-08:00,111111111111111111111111111111111112223222222433422222323332333222222222222234333322222224222333322333243333323333333333334333323343322223233333322233333233232233333232222222222222223333222323332232223333323334343322222112311111111111111111111111111111111111111111111111111111111111111111
2018-12-15,98.0,99.0,100.0,95.0,100.0,97.0,100.0,576,2425,12694,0,15791,113,488,316,428,88,7,1.625,6,275,227,41,450,10.0,6.21371,-2.7,-1.6777017,2018-12-15T04:00:00-08:00,2018-12-16T03:59:59-08:00,111111111111111111111111111111113332103333344344444323333334333324330000000000000000000022345333233332332334332334334222212333323343333433344333222233333234333224333222332222234432333223332333333322232222222233221032222222111123322111111111111111111111111111111111111111111111111111111111
2018-12-16,100.0,100.0,100.0,100.0,100.0,97.0,100.0,424,2231,9636,0,12343,215,499,298,376,50,2,1.5,7,252,134,11,300,7.0,4.349597,-2.7,-1.6777017,2018-12-16T04:00:00-08:00,2018-12-17T03:59:59-08:00,111111111111111123111111111111111122333222232222222334323333322223223320000000000233322323333433233432334232233333333331133332343334443343333233334333332223322233332322233333320000000000000000000000000000000033333322222222223111111111111111111111111111111111111111111111111111111111111111
2018-12-17,98.0,99.0,100.0,95.0,100.0,96.0,100.0,276,2046,5917,0,7389,327,503,314,262,33,1,1.375,6,160,91,5,400,10.0,6.21371,2.9,1.8019759,2018-12-17T04:00:00-08:00,2018-12-18T03:59:59-08:00,111111111111111122111111111111111111112333333333333223322344433343333332232120000000000000000323222234333332332223320000000000000000000000000000000000000000000000003233322322322211111112222222233233311233222223332222322333223322222223211111111111111111111111111111111111111111111111111111
2018-12-18,96.0,87.0,100.0,95.0,100.0,96.0,100.0,312,2115,6741,0,9301,183,469,458,287,41,2,1.40625,11,162,114,10,300,7.0,4.349597,-0.1,-0.0621371,2018-12-18T04:00:00-08:00,2018-12-19T03:59:59-08:00,111211111111111111112222232322222322221222221333200000002222333222222233333342322333423333332232233342232122333333342232323433323342222222222232222233343222222222232222233332222223233333222200000000000000000000000000003311111111111111111111111111111111111111111111111111111111111111111111
2018-12-19,95.0,76.0,100.0,95.0,100.0,97.0,100.0,484,2296,10058,0,13560,73,493,551,238,67,18,1.53125,12,130,217,102,300,7.0,4.349597,-4.0,-2.485484,2018-12-19T04:00:00-08:00,2018-12-20T03:59:59-08:00,111111111111112231222222222221111112333234444445454455333333222332222222222222222222333333331000022222232222222232300000000002333223322223223322222222222223334332234222233333222222342222333222222232222223333232221111111111111111111111111111111111111111111111111111111111111111111111111111
2018-12-20,95.0,80.0,100.0,95.0,100.0,97.0,100.0,425,2250,9220,0,9343,10,545,509,291,85,0,1.5,12,171,222,0,350,9.0,5.592339,-1.6,-0.9941936,2018-12-20T04:00:00-08:00,2018-12-21T03:59:59-08:00,111111111111111111111222122122222323433434332322223333233222222222333222223333223322322233333333332223322222222333444344433233233444444332322222222223322222222233333332332223203223322221111111111111233321111111111111111111111232211121111222222222222211111111111111111111111111111111111111
2018-12-21,96.0,78.0,100.0,100.0,100.0,97.0,98.0,418,2266,8751,0,10390,80,462,520,314,58,6,1.5,14,190,159,35,300,7.0,4.349597,-2.5,-1.5534275,2018-12-21T04:00:00-08:00,2018-12-22T03:59:59-08:00,111111122221111111111111112221332222322222233344332222222335444444333223433233322223332223322232232322222222222223232222222200000000000000023233222223343333333222233222333233433222223332233322332333323333233332222222222332211111111111111111111111111111111111111111111111111111111111111111
2018-12-22,94.0,85.0,100.0,100.0,100.0,98.0,89.0,537,2439,11819,0,15808,19,384,481,481,72,3,1.625,12,302,182,16,300,7.0,4.349597,-5.2,-3.2311292000000003,2018-12-22T04:00:00-08:00,2018-12-23T03:59:59-08:00,111111111111122222113332000023333332323234222222222233232344323444222223233334232332233333433423332222442233223232222322233232332222222222322222233223333333322222222243333332333333334433333432223333232334333322233233433333343331111111111111111111111111111111111111111111111111111111111111
2018-12-23,92.0,85.0,100.0,100.0,100.0,100.0,80.0,879,2777,19694,0,15729,0,438,439,392,170,1,1.84375,11,266,554,6,300,7.0,4.349597,-13.0,-8.077823,2018-12-23T04:00:00-08:00,2018-12-24T03:59:59-08:00,221113222211111111111111111111112333221233333332233333333344432322333433322223323333333344443233444444333322322223323222222222222222333323223333333343332222333323423333222233323222232222322333322233332232222222233222225544444444444441111111111111111111111111111111111111112111111111111111
2018-12-24,91.0,99.0,100.0,100.0,100.0,100.0,69.0,485,2356,10517,0,13857,205,387,314,478,54,2,1.59375,9,295,148,10,300,7.0,4.349597,-4.0,-2.485484,2018-12-24T04:00:00-08:00,2018-12-25T03:59:59-08:00,111111111123211111132333223332322222223433333333343303344333334422343333333323000000000000000000000000000000000000000023233334333333333222233333334332333333423333323322222243333333322322222223333333323223323332323223233332222332111111111111111111111111111111111111111111111111111111111111
2018-12-25,85.0,77.0,100.0,100.0,100.0,99.0,60.0,369,2215,8111,0,11013,38,437,534,402,29,0,1.46875,8,268,75,0,300,7.0,4.349597,-1.4,-0.8699194,2018-12-25T04:00:00-08:00,2018-12-26T03:59:59-08:00,222121111111111111111111111111233333333333333344223331000000023333332223322322333333343333333343223332233333333332333222233323322233222222223223222222322222222222222233333322322222322332223233232222222222222222222222222222322321111111111111111111212221122111111111
2018-12-26,95.0,69.0,100.0,100.0,100.0,98.0,100.0,218,1952,4658,0,6637,0,796,433,175,36,0,1.28125,10,102,96,0,150,4.0,2.485484,-1.4,-0.8699194,2018-12-26T04:00:00-06:00,2018-12-27T03:59:59-06:00,111111111111111111111112222111111123222222222222233223311122233233344223322222222222222222224343334322223334422223343322222223222333323333343322222222222222222222223311111111111111111111111111111111111111
2018-12-27,98.0,86.0,100.0,100.0,100.0,98.0,100.0,439,2225,9942,0,13548,0,671,434,240,92,3,1.46875,7,157,240,15,300,7.0,4.349597,-3.0,-1.864113,2018-12-27T04:00:00+01:00,2018-12-28T03:59:59+01:00,111111111111112211111122112331122221111111111111111111111111111111111111111111111111111111123222222333333322222333234433322333344443333333433344434443234333222222222222222223434443222222222322234433433222222232222222332222222222322233222222222211111111111111111111111111111111111111111111
2018-12-28,92.0,54.0,95.0,100.0,100.0,98.0,100.0,551,2444,12556,1,17762,0,342,656,326,113,3,1.65625,13,218,279,15,300,7.0,4.349597,-5.5,-3.4175405,2018-12-28T04:00:00+01:00,2018-12-29T03:59:59+01:00,111111111111111111122222222222222311111132222222222332222332111111243323322332333344333433222222232222232332222333443344323222222222222233224343343444332222222223432222332332243323434432222223322222222222233223422232222322224434433323322222233223222222222222222222111111111111111111111111
2018-12-29,95.0,78.0,95.0,100.0,100.0,98.0,98.0,407,2192,9244,1,13073,0,576,517,267,79,1,1.46875,7,161,214,6,200,5.0,3.106855,-4.5,-2.7961695,2018-12-29T04:00:00+01:00,2018-12-30T03:59:59+01:00,211111111111111111111111111122111111111111333333333333333442322222222222211111111111111111222222222332222333432334423222223223443343433233233343332222222332322322222221223422323322222211111111111111111122222222222222344444433322322223433222222232222222111111111111111111111111111111111111
2018-12-30,91.0,63.0,100.0,100.0,100.0,97.0,89.0,295,2102,6214,0,8425,54,450,646,246,41,3,1.40625,11,147,105,18,300,7.0,4.349597,0.2,0.1242742,2018-12-30T04:00:00+01:00,2018-12-31T03:59:59+01:00,111111111111111111221111111111111111111111111111111111111111111112322222222332222222222223222222343333332322422222222333322333222222223433334334322222342333223222223223333433333232211222222222222323332222221122222122344322332222222233322332223222222222223432000000000021111111111111111111
2018-12-31,99.0,100.0,100.0,100.0,100.0,97.0,100.0,214,1979,4701,0,6527,737,298,205,168,32,0,1.34375,6,107,91,0,200,5.0,3.106855,-0.2,-0.1242742,2018-12-31T04:00:00+01:00,2019-01-01T03:59:59+01:00,111111111111111111111111111111112111111112333332223322222332222222222333333332344332232433343333222211111111111111122333330000000000000000000000000000000000000220000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000332432222223323221
2019-01-01,92.0,48.0,100.0,100.0,100.0,96.0,100.0,162,1937,3302,0,5096,2,445,801,175,17,0,1.28125,10,100,45,0,100,3.0,1.864113,-1.3,-0.8077823000000001,2019-01-01T04:00:00+01:00,2019-01-02T03:59:59+01:00,232233111111111111111111111111111111111111233332333222232222333322233433223232233222122222222222121232222222222212222222211212222222222222221212211222222222222222222222222212222223322222222322222232222222332332222233424322233322222222332221111111111122222221222211231111111112111111221111
2019-01-02,95.0,72.0,100.0,100.0,100.0,96.0,100.0,531,2425,11484,0,13819,0,376,576,399,87,2,1.625,17,246,233,10,150,4.0,2.485484,-8.5,-5.2816535,2019-01-02T04:00:00-05:00,2019-01-03T03:59:59-05:00,111111111111111111111111111111112311111112332222233222222222232222222234434322222322223233333433443333223333322223433344334433332223322223343222222222233232233222233342333432222223222222222233222333322233223335343233332223434333322222222222333233323343211111111111111111111111211111111111
2019-01-03,94.0,67.0,100.0,100.0,100.0,95.0,100.0,266,2075,5544,0,7307,0,520,617,276,27,0,1.375,11,166,77,0,200,5.0,3.106855,-1.3,-0.8077823000000001,2019-01-03T04:00:00-08:00,2019-01-04T03:59:59-08:00,111111111111111123222222222222222222222222222233223233233222233333334233223222223323232222322332233333222121222223222223223333222223334322222333233322111111111123344333222222222222222222222222222232233333323322223431111111111111111111111111111111111111111111111111111111111111111111111111
2019-01-04,93.0,67.0,100.0,100.0,96.0,89.0,100.0,293,2157,5621,0,8193,0,446,622,340,32,0,1.4375,21,178,80,0,200,5.0,3.106855,-2.0,-1.242742,2019-01-04T04:00:00-08:00,2019-01-05T03:59:59-08:00,112111112232211113233322223332222222223222332332323322332223333232233232222222343322232222223322222332332222333432232233233223332222332223222332222223343223333343233322322222333323322333222222333222223333222222331111111111111111111111111111111111111111111111111111111111111111111111111111
2019-01-05,95.0,78.0,100.0,100.0,96.0,93.0,100.0,402,2262,8339,0,11219,39,466,496,390,42,7,1.5,14,220,106,42,300,7.0,4.349597,-2.2,-1.3670162,2019-01-05T04:00:00-08:00,2019-01-06T03:59:59-08:00,112221111222222222222222222311221111111111112333333223323333332222323433323342252222333232222223332223333322333333322222332222222222333223332343222222432232343223233323342222233322223323333322222223333332322223432000000023332111111111111111111111111111111111111111111111111111111111111111
2019-01-06,97.0,93.0,100.0,95.0,96.0,95.0,100.0,351,2161,7633,0,9474,167,508,410,306,49,0,1.4375,11,187,136,0,400,9.0,5.592339,1.2,0.7456452,2019-01-06T04:00:00-08:00,2019-01-07T03:59:59-08:00,111111111111111111111111111111232222223222222222343334433000000000000000000000000000000003223323233223432222322233343333333332223222233211332122133343233343222342223333322223222333333332333233444322222232222222222222222222233111111111111111111111111111111111111111111111111111111111111111
2019-01-07,92.0,73.0,95.0,95.0,96.0,90.0,100.0,282,2125,5607,1,7998,51,497,567,294,30,1,1.40625,17,172,74,6,300,7.0,4.349597,0.5,0.3106855,2019-01-07T04:00:00-08:00,2019-01-08T03:59:59-08:00,112221111111122321122332323322322322233322322223232222222322233222223333322233333333443333222222232222222322000000000042222222222222222222222222222322233343333232333323333333322232332222332233333222211111223311111111111111111111111111111111111111111111111111111111111111111111111111112211
2019-01-08,85.0,61.0,100.0,78.0,96.0,79.0,100.0,243,2096,4453,0,7001,17,446,658,302,16,1,1.40625,19,164,41,7,400,9.0,5.592339,3.6,2.2369356,2019-01-08T04:00:00-08:00,2019-01-09T03:59:59-08:00,111111111111111111112211233223333222223222222222334200333223233233222222232222333322222222333322332323233222332222222223334333333332332332222222222222222222222233332222222222223322233323222222222333323322333222222222222333211111111111111111111111111121111111111111111111111111111111111111
2019-01-09,91.0,81.0,100.0,78.0,96.0,96.0,100.0,604,2465,12757,0,16499,21,468,513,346,69,23,1.65625,11,205,232,127,300,7.0,4.349597,-6.7,-4.1631857000000005,2019-01-09T04:00:00-08:00,2019-01-10T03:59:59-08:00,111111111111111112232222222333235544445455454233322223333333222333333232232223223223323333333333310023443233333222232222222222222322222223333222322232222333333222322222233334220033332322222222233232232333332222212222221111111111111111111111111111111111111111111111111111111111111111111111
2019-01-10,89.0,70.0,100.0,78.0,100.0,96.0,100.0,393,2270,8193,0,11042,51,396,566,377,45,5,1.53125,14,224,110,27,300,7.0,4.349597,-2.0,-1.242742,2019-01-10T04:00:00-08:00,2019-01-11T03:59:59-08:00,111111123112232322222211111122222322222233333333333422344432232332222322233222222233222223333322222222322222222233332320003334332232223332233222222223323233333343343343322442233223423112112222223333232233222223333323332000000322332232222111111111111111111111111111111111111111111111111111
2019-01-11,88.0,93.0,100.0,60.0,100.0,95.0,100.0,131,1872,2452,0,3797,373,496,414,145,11,1,1.25,7,79,33,6,300,7.0,4.349597,3.9,2.4233469,2019-01-11T04:00:00-08:00,2019-01-12T03:59:59-08:00,111111111111111111111111111111222222222233222233222233333320000000000000000000000000000000000000000000000000000000000000000000000000022222223233333334222222222222232222223222222233322222343333222232222223332222212212223332111111111111111111112111111111111111111111111111111111111111111111
2019-01-12,88.0,92.0,95.0,60.0,100.0,96.0,100.0,318,2098,7011,1,9529,473,351,403,136,77,0,1.40625,11,78,215,0,300,7.0,4.349597,-0.3,-0.1864113,2019-01-12T04:00:00-08:00,2019-01-13T03:59:59-08:00,112311122211322222223322223320000000000000000000000000000000000000000000000000000000000000000023233443332222220000000000000000022000000000004333322223232222222223344444444442322222222222222222222244443222222222211111122222222221121212333321111111111221111111111111111111111111111111111111
2019-01-13,91.0,83.0,100.0,78.0,100.0,96.0,100.0,386,2241,7797,0,10215,8,523,496,360,47,6,1.5,17,203,112,35,300,7.0,4.349597,-1.8,-1.1184678,2019-01-13T04:00:00-08:00,2019-01-14T03:59:59-08:00,111111111111111111111111111111111111223222223232222233333333333333322232222222222222333333110034422332333333322422222222222322354433333333233323333333223333232222222223443323322222222232323332222222222323433222332222211332111111111111111111111111111111111111111111111111122111111111111111
2019-01-14,89.0,69.0,95.0,78.0,100.0,95.0,100.0,196,1997,3667,1,5601,0,579,596,253,12,0,1.3125,16,136,35,0,300,7.0,4.349597,2.4,1.4912904,2019-01-14T04:00:00-08:00,2019-01-15T03:59:59-08:00,111111111111111111111111112221211233323322222222222322222222222233333333323322333322332222222222232222223222222222233322222332332333232222233422333232222222111121111232333233223333332222332222222222222222112223233322111111111111111111111111111111111111111111111111111111111111111111111111
2019-01-15,87.0,69.0,100.0,78.0,100.0,85.0,100.0,267,2092,5230,0,6892,4,547,575,295,15,4,1.40625,16,171,44,23,400,10.0,6.21371,3.1,1.9262501,2019-01-15T04:00:00-08:00,2019-01-16T03:59:59-08:00,111112222211122221111111111111111222222221223232334322323543433323232222212222223233223322222233222022232233333333233322322322222333322223223332223322222222222222222333333333233322233322322222222222232222222211111111233332111111111111111111111111111111111111111111111111111111111111111111
2019-01-16,85.0,79.0,100.0,60.0,100.0,85.0,100.0,337,2148,6977,0,9506,110,533,482,272,38,5,1.4375,12,166,114,29,400,10.0,6.21371,1.5,0.9320565,2019-01-16T04:00:00-08:00,2019-01-17T03:59:59-08:00,111111111111111111111222221111122322232322222322223312222222222222232222233422222333333223232333322000023233323322322222232223223233333322344320000000000000000003223444544222332333333333222333222232222222211122332222222332111111111111111111111111111111111111111111111111111111111111111111
2019-01-17,78.0,85.0,95.0,43.0,96.0,73.0,100.0,133,1888,2604,1,3784,406,402,472,145,14,1,1.28125,7,77,36,6,350,9.0,5.592339,5.0,3.106855,2019-01-17T04:00:00-08:00,2019-01-18T03:59:59-08:00,111111111111111111111123322222222222222222222222222332223332000000000000000000000000000000000000000000000000000000000000000000000000033222222222322232223342232232222234322222222222233222223323322233343223221122222222223323330000000021111111111111111111111111111111111111111111111111111111
2019-01-18,73.0,60.0,100.0,43.0,96.0,62.0,100.0,190,2054,3129,0,5367,99,399,672,258,12,0,1.375,23,123,35,0,300,7.0,4.349597,2.5,1.5534275,2019-01-18T04:00:00-08:00,2019-01-19T03:59:59-08:00,111111111111111111211111222232222222222330000000000000000000032333322222223222232332233322223223333332223333232222222322222233232222332223322223333322222333322222222222222223332232233232222223232222222222322222223332232332223333422221111111111111111111111111122111111111111111111111111111
2019-01-19,67.0,64.0,100.0,25.0,71.0,63.0,100.0,247,2052,4945,0,7146,0,532,629,243,36,0,1.375,11,124,100,0,300,7.0,4.349597,1.3,0.8077823000000001,2019-01-19T04:00:00-08:00,2019-01-20T03:59:59-08:00,111111111111111111111221122222222322232222222233343233332344332222122222232223323322222222122223323232332233322322222222223222222332222222222223223333324433222223333232332222232322223222222222223233343222211122212342111111111111111111111111111111111111111111111111111111111111111111111111
2019-01-20,65.0,81.0,100.0,1.0,71.0,69.0,100.0,394,2245,8532,0,12402,44,477,501,373,43,2,1.5,15,243,108,11,400,10.0,6.21371,0.2,0.1242742,2019-01-20T04:00:00-08:00,2019-01-21T03:59:59-08:00,111111111111111111111112311111123222222222322233322222232323222222222222222333222222222222222222333223233332232233233332033333222222222332223323333333323333343444322232332334333334333320000000222233322233333342222343332323111111111111111111111111111111111111111111111122111111111111111111
2019-01-21,62.0,64.0,100.0,1.0,71.0,66.0,100.0,214,2049,3802,0,6087,70,468,644,235,22,1,1.375,20,122,56,6,350,9.0,5.592339,3.1,1.9262501,2019-01-21T04:00:00-08:00,2019-01-22T03:59:59-08:00,111111111111111111111111112222232222222222234233233322334320000000003332222222222222223333322233222322222222232343433233233333333322322232232120000022222224422233222223222222222222222232332323222222333223222222222222223322111111111111111111111111111111111111111111111111111111111111111111
2019-01-22,62.0,69.0,95.0,1.0,71.0,69.0,100.0,262,2095,5265,1,7221,71,461,621,252,34,1,1.40625,16,139,90,5,350,9.0,5.592339,2.0,1.242742,2019-01-22T04:00:00-08:00,2019-01-23T03:59:59-08:00,111111111111111222221111111111112222232222234304322222223332333222222223222222222223322223432323233334222222222332233322323333222222222222222223222222223222222222222222322323333433332433232233322223311000000000000033232211111111111111111111111111111111111111111111111111111111122234321111
2019-01-23,60.0,71.0,95.0,1.0,40.0,69.0,100.0,305,2155,6111,1,8639,0,489,586,335,27,3,1.4375,18,191,66,16,400,9.0,5.592339,2.2,1.3670162,2019-01-23T04:00:00-08:00,2019-01-24T03:59:59-08:00,111111111111111111111111111111112333222222222223222222233232332222222222232333332222222212333333333232334433233333232233333333433333332332333333322222222222222343232222222332222223233222332222222223233333322222332222223432211111111111111111111111111111111111111111111111111111111111111111
2019-01-24,75.0,86.0,100.0,25.0,71.0,95.0,100.0,470,2314,10091,0,12937,198,429,453,278,73,9,1.5625,13,166,222,48,400,9.0,5.592339,-1.4,-0.8699194,2019-01-24T04:00:00-08:00,2019-01-25T03:59:59-08:00,111111111111111111122311112220000044445444000000000000024433222222332222223322333322232344432003233333332222133323222223333234333200000000000000000222322333333334333233322222323223232223222222222332222222222222342242222234322223232111111111111111111111111111111111111111111111111111111111
2019-01-25,74.0,74.0,100.0,25.0,71.0,95.0,100.0,292,2135,5908,0,7204,36,493,552,330,28,1,1.4375,17,182,74,5,300,7.0,4.349597,0.2,0.1242742,2019-01-25T04:00:00-08:00,2019-01-26T03:59:59-08:00,111111111111111111111111112222222222222222222223332000000034222233434222322223334432333333323222234322222111111221122233333343222223333222233222222222232233332332332333323333333322222222233323233232223332222222322232222222222322111111111111111111111111111111111111111111111111111111111111
2019-01-26,85.0,76.0,100.0,60.0,96.0,96.0,100.0,451,2298,9534,0,11485,15,483,553,306,71,12,1.53125,14,166,179,70,300,7.0,4.349597,-3.3,-2.0505243,2019-01-26T04:00:00-08:00,2019-01-27T03:59:59-08:00,111111111111111111111111111111222222222233332223332003253554224343222222222234411111222233332232333322333323322222223232223333344444324334333222223222333432333322222233322222222223333222233233333222333332222342222222222112121222112222322221111111111111111111111111111111111111111111111111
2019-01-27,93.0,97.0,100.0,78.0,96.0,97.0,100.0,654,2530,14541,0,17340,40,526,290,478,97,9,1.6875,10,313,245,55,300,7.0,4.349597,-7.9,-4.9088309,2019-01-27T04:00:00-08:00,2019-01-28T03:59:59-08:00,321111322222212212221212311111111111111111111222222232234333334344343344333233443333332234433322333423432233322233222333333333343334100000000434343223333334333333334343233332332223333332332333333322332233332222222222222322332322311111111111111111111111111111111111111111111111111111111111
2019-01-28,86.0,58.0,100.0,78.0,96.0,97.0,98.0,254,2101,5030,0,6573,0,468,652,291,27,2,1.40625,15,152,64,11,300,7.0,4.349597,1.1,0.6835081000000001,2019-01-28T04:00:00-08:00,2019-01-29T03:59:59-08:00,111111111111222331122222222223222222334333542333323333333322332232222322222222332222233323322233333233323332323332322222222222222222322222222222222222322222222334222223333322332222333222323222322332323222332322222324311111111111111111111111111111111111111111111111111111111111111111111111
2019-01-29,96.0,82.0,100.0,95.0,100.0,98.0,100.0,587,2462,12917,0,17037,19,453,510,330,121,7,1.65625,16,197,307,38,400,9.0,5.592339,-4.1,-2.5476211,2019-01-29T04:00:00-08:00,2019-01-30T03:59:59-08:00,111111112311111222111233211111112233322332333323444434432222232222222222332323333223333322353233323334423222322322234433233222222322222232333434343433222344334334434444432332322323222233333222223333322323322212222222222221112000211111111111111111111111111111111111111111111111111111112311
2019-01-30,97.0,89.0,100.0,95.0,100.0,97.0,100.0,128,1882,2483,0,3962,349,488,442,152,8,1,1.25,10,87,21,5,300,7.0,4.349597,4.0,2.485484,2019-01-30T04:00:00-08:00,2019-01-31T03:59:59-08:00,211111111111111111111111122111222222222233332022234324000000000000000000000000000000000000000000000000000000000000000000003222322222322222232332222222232222222222222223333222222222223322323322222233222332322333222222111111233321111111111111111111111111111111111111111111111111111111111111
2019-01-31,87.0,57.0,100.0,78.0,96.0,96.0,100.0,256,2137,4531,0,6108,9,382,731,288,28,2,1.4375,21,135,77,12,300,7.0,4.349597,1.0,0.621371,2019-01-31T04:00:00-08:00,2019-02-01T03:59:59-08:00,111111111111111112221112322223322222222222223222222222222322222333222222222222223322223333433433322333343322324433233332232233233222222222232322222222233333333423333332322222223222222222332022222222222232222222222233234321111111111111111111111111111111111111111111111111112212222222333321
2019-02-01,83.0,63.0,100.0,60.0,96.0,95.0,100.0,236,2065,4680,0,7130,10,528,614,268,20,0,1.375,18,150,58,0,300,7.0,4.349597,1.5,0.9320565,2019-02-01T04:00:00-08:00,2019-02-02T03:59:59-08:00,222221111111111111111111111111111111111111222222222222323322332222232322323322223323334332222222222222222323222222223323332342333433222332422222222233222233333222222233332333322222222222333322233200222222222222332223322222222221111111111111111111111111111111111111111111111111111111111111
2019-02-02,80.0,72.0,100.0,43.0,96.0,95.0,100.0,394,2224,8533,0,10370,2,457,581,341,53,6,1.5,10,195,138,33,400,9.0,5.592339,0.2,0.1242742,2019-02-02T04:00:00-08:00,2019-02-03T03:59:59-08:00,111111111111111111111111123222222333333222333222242233223222333222332333333222323222232233332322233444332333222332332332223322222342332222222222223433334543332232222222223333332222222222222222232222332223322322211234332212112223432111111111111111111111111111111111111111111111111111111111
2019-02-03,83.0,90.0,100.0,43.0,96.0,96.0,100.0,576,2398,13255,0,15486,0,546,429,359,100,6,1.59375,8,254,255,33,300,7.0,4.349597,-6.1,-3.7903631,2019-02-03T04:00:00-08:00,2019-02-04T03:59:59-08:00,111111111211233333211222222222223322222111111111111111111233444433344443333332344323334322334323433444333222223323433344332322222222222322122232233433232332223333332332232222233332222222233433333322222232222233221333211111111111111111111111111111111111111111111111111111111111111111111111
